2845182164992,暈暈（角色）
2845299605504,處刑天使†基爾媞那＞處刑天使†基爾媞那 登場人物一覽＞暈暈
2845299605505,暈暈為《處刑天使†基爾媞那》這個作品裡的虛構角色，是一位身為反派卻擁有超高人氣的「電波系小惡魔」。以於2003年發售的PC遊戲為基礎，2005年還推出了OVA和角色歌曲，在多個領域上皆有作品。
2845299605506,處刑天使†基爾媞那
2845303799808,《處刑天使†基爾媞那》為獨立品牌「WHO YOU」於2003年發售的PC遊戲。類型為包含視覺小說和模擬要素的「冤案處刑類默示錄RPG」。暈暈以敵對組織的小惡魔身分在此作品中登場。她的第一人稱是自己的名字，講話也以「暈」結尾。
2845303799809,Rim de Lacent!
2845303799810,作品中出現的獨創詞彙。在2005年《處刑天使†基爾媞那》的OVA發售後，這個詞便以666ch的動畫宅為中心在網路上引起熱議，甚至奪得該年的「動畫流行語大獎」銀獎。OVA導演表示，該詞有「投入二次元的懷抱」與「逃避現實也無妨」的含意。
2845303799811,本文字在創用CC「姓名標示–相同方式分享」授權條款下提供使用。\n隱私權政策
2845303799812,暈暈
2845303799813,《處刑天使†基爾媞那》的角色
2845303799814,登場
2845303799815,原作：第1部6集\n動畫：第3集
2845303799816,作者
2845303799817,WHO YOU
2845303799818,聲優
2845303799819,桃井はるこ
2845303799820,簡介
2845303799821,別名
2845303799822,電波系小惡魔
2845303799823,年齡
2845303799824,999歲
2845303799825,性別
2845303799826,女
2845303799827,口頭禪
2845303799828,Rim de Lacent
87231100754231296,
87231100796174336,作者在近年的談話中也解釋，改成現在這種亂七八糟的詞語組合，是因為「傻一點比較幸福」。
87231100796174337,本文字在創用CC「姓名標示–相同方式分享」授權條款下提供使用。\n隱私權政策
87231100796174338,處刑天使†基爾媞那
87231100796174339,處刑天使†基爾媞那
87231100796174340,《處刑天使†基爾媞那》為獨立品牌「WHO YOU」於2003年發售的PC遊戲。類型為「冤罪處刑類默示錄RPG」。
87231100796174341,簡介
87231100796174342,本作誕生自「敗類就該處決」、「處決敗類令人痛快」的概念，「處刑天使」們在這款RPG中以血腥獵奇的方式殘酷制裁充斥於人類社會的敗類。作品以幽默手法諷刺各種社會問題，展現出具有深度的劇情而受到好評。\n\n2005年推出了全6話的OVA版《處刑天使†基爾媞那》。
87231100796174343,劇情
87231100796174344,在天界，「死亡即是救贖」、「敗類就該處決」被視為正義，處刑天使們潛入人類世界，將混在人群中的敗類一一處刑。相反地，惡魔們主張「敗類也應有救贖」，並透過給予愛情、金錢、力量與資訊來加以干涉。卻往往使敗類更快走向毀滅，致使處刑加速進行。\n\n眾多處刑天使當中，基爾媞那憑藉先動手、後思考的爆發力，成為天界處刑人數最多的菁英。另一方面，新人天使伊芙因保有人類時的記憶，無法忍受見血的場面，最終墮落為惡魔。\n\n在無數次處刑的盡頭，基爾媞那舉起被鮮血染紅的雙手，低聲說道：「世界，好乾淨。」但在敗類消失後的寂靜世界裡，她卻對拳頭再也無處揮下而感到一陣空虛。
87231100796174345,用語
87231100796174346,▶處刑天使
87231100796174347,秉持著「敗類就該處決」的理念，對混在人類世界中的敗類執行處刑的存在。每位處刑天使，皆是曾被敗類折磨過的人類靈魂。
87231100796174348,▶敗類
87231100796174349,被處刑天使與惡魔雙方盯上的存在，被視為人類社會的禍害。多半是忠於欲望、極度自私的人。
87231100796174350,▶惡魔
87231100796174351,秉持著「敗類也應有救贖」的理念，對人類世界進行干涉的存在。會滿足敗類對愛情、金錢、力量與資訊的欲望，卻往往使其更快走向毀滅。
87231100796174352,系統
87231100796174353,遊戲類型為「冤罪處刑類默示錄RPG」。玩家將化身為處刑天使，找出人類世界的「敗類」並處刑，好讓世界變「乾淨」。
87231100796174354,▶冤罪處刑系統
87231100796174355,敗類的判定標準十分模糊，會隨玩家的主觀看法而產生偏差。比起對錯與否，劇情推進取決於「是否有處刑」，就算冤罪，世界仍會繼續前進。
87231100796174356,▶暴力衝動系統
87231100796174357,處刑天使若經過一定回合數未執行處刑，暴力衝動量表會逐漸累積，超過臨界值便會立即失控。失控期間將不分敵我發動攻擊。
87231100796174358,▶終極制裁
87231100796174359,必殺技的總稱。消耗暴力衝動量表，對敵人造成大量傷害。基爾媞那非常容易積滿量表，視裝備還能在一回合內發動多次。
87231100796174360,▶結局
87231100796174361,根據處刑人數與對象，將迎來10種不同的結局。
87231100796174362,▶世界，好乾淨。
87231100796174363,基爾媞那在所有結局都會說出的台詞。無論是哪一個結局，最後都會呈現寧靜的街景，隨著BGM逐漸淡出，她會說：「世界，好乾淨。」這句話同時也是製作人員名單開始播放的提示，ED〈勝利的顫擊〉隨即響起。
87231100796174364,玩後感與評價
87231100796174365,本作受到支持的原因，不在於其高度戰略性，而是能以搞笑又輕快的血腥表現，痛快地處決敗類與類似敗類的存在。由於幾乎不需要做出困難的判斷，也有人揶揄它是「只靠反射神經就能玩的肌肉訓練益智遊戲」。\n憑藉誇張的處刑特效與即時判定的終極制裁，遊戲節奏相當迅速，被視為適合紓解壓力的作品而引發話題。
87231100796174366,登場人物
87231100796174367,→詳情請見「<click=Chara>處刑天使†基爾媞那登場人物一覽</click>」
87231100796174368,▶基爾媞那
87231100796174369,本作主角，高階處刑天使。\n擁有先出手、後思考的爆發力與反射神經，創下天界第一的處刑人數紀錄。對於處刑幾乎毫不猶豫，以效率與速度為最優先，因此在天界有「菁英」的稱號。
87231100796174370,電波小惡魔。在推出OVA後，「Rim de Lacent」一詞與她的角色歌成為網路迷因。\n→詳情請見「<click=YunYun>暈暈</click>」
87231100796174371,▶暈暈
87231100796174372,於2005年發售、全3卷的OVA版《處刑天使†基爾媞那》以原作遊戲的劇情為基礎，加強喜劇要素，同時簡化部分描寫。\n特別是專為OVA而將血腥場面改為搞笑風格，其中基爾媞那的處刑橋段更在當時蔚為話題。
87231100796174373,OVA版
87231100796174374,基於其大膽的表現手法與極端的價值觀，本作在發售初期評價兩極。但多年之後反以邪典人氣作品而聲名大噪。\n尤其「暈暈」成為網路迷因，被視為本作的象徵吉祥物角色。
87231100796174375,玩家迴嚮
87231100796174376,《處刑天使†基爾媞那》
87231100796174377,類型
87231100796174378,血腥喜劇
87231100796174379,遊戲
87231100796174380,遊戲類型
87231100796174381,冤罪處刑類默示錄RPG
87231100796174382,適用裝置
87231100796174383,PC
87231100796174384,開發
87231100796174385,WHO YOU
87231100796174386,遊玩人數
87231100796174387,單人
87231100796174388,發售日
87231100796174389,2003年11月29日
87231100796174390,動畫
87231100796174391,原作
87231100796174392,WHO YOU
87231100796174393,製作
87231100796174394,重度社會不適應者
87231100796174395,製作
87231100796174396,處刑委員會
87231100796174397,集數
87231100796174398,第3卷（6集）
87231100796174399,處刑天使†基爾媞那登場人物一覽
87231100796174400,處刑天使†基爾媞那＞處刑天使†基爾媞那登場人物一覽
87231100796174401,《處刑天使†基爾媞那》登場人物一覽，收錄WHO YOU製作的PC遊戲《處刑天使†基爾媞那》以及同名OVA的登場人物與角色。
87231100796174402,處刑天使
87231100796174403,遵從天界「死亡即是救贖」、「敗類就該處決」的理念，在人類社會到處制裁敗類的天使。
87231100796174404,▶基爾媞那
87231100796174405,本作的主角。\n她對自己的「暴力」有著壓倒性的自信，因而沉默寡言。\n故事初期是「高階處刑天使」，在最後一集升格為「處刑大天使（Grand Executioner）」。秉持「處刑最重要的是效率」的職業倫理，甚至曾經與目標擦身而過就處決對方。\n累計處刑人數為10億人。
87231100796174406,▶伊芙
87231100796174407,本作的另一位主角。\n新人處刑天使，保留著身為人類時的記憶。還不太習慣處刑天使的生活，故在團體中負責吐槽其他處刑天使。\n有恐血症，所以不太喜歡接近（經常製造血腥場面的）基爾媞那。也因為極度討厭見血，而在故事中期變成了惡魔。\n累計處刑人數為10人。
87231100796174408,▶克萊
87231100796174409,專門拷問的處刑天使。\n擁有自己獨特的美學：先拷問讓對方說出「想活下去的理由」再加以處刑。\n累計處刑人數約3萬人。
87231100796174410,▶卡瑪
87231100796174411,在處刑天使中被視為異端的存在。\n抱持「敗類不該得到救贖」的觀念，故不願進行「處刑」。然而她身邊卻接連發生離奇死亡事件。\n累計處刑人數為0人。
87231100796174412,惡魔
87231100796174413,與天界「敗類就該處決」的理念相反，他們希望「敗類也能得到救贖」，故挑上人類社會的敗類給予力量。
87231100796174414,▶瑪麗亞
87231100796174415,戀愛的惡魔。給予感情上的敗類「魅力操控」的能力。\n喜歡敗類會依賴自己的那一面。\n口頭禪是「真拿你沒辦法耶～」。
87231100796174416,▶暈暈
87231100796174417,電波系小惡魔。給予宅宅敗類「資訊操控」的能力。\n同情人類而不收取靈魂，所以一直只是小惡魔。\n口頭禪是「Rim de Lacent」。\n→詳情請見「<click=YunYun>暈暈</click>」
87231100796174418,▶戈德
87231100796174419,金錢的惡魔。給予拜金的敗類「財運操控」的能力。\n喜歡敗類是很棒的肥羊與養分的那一面。\n口頭禪是「多謝惠顧」。
87231100796174420,▶拉布
87231100796174421,暴力的惡魔。給予反社會的敗類「肌肉操控」的能力。\n喜歡敗類揍下去也不需要感到愧疚的那一面。\n口頭禪是「正義」。
87569101002801152,<click=Title>處刑天使†基爾媞那</click>＞<click=Chara>處刑天使†基爾媞那 登場人物一覽</click>＞暈暈
87569101044744192,<click=Title>處刑天使†基爾媞那</click>＞處刑天使†基爾媞那 登場人物一覽＞<click=YunYun>暈暈</click>
87569101044744193,處刑天使†基爾媞那＞<click=Chara>處刑天使†基爾媞那 登場人物一覽</click>＞<click=YunYun>暈暈</click>
95246962937462784,生日
95246962966822912,6月6日
95246962966822913,小Q
95246962966822914,簡介
95246962966822915,小Q是突然出現在網路上的匿名投稿者。\n其持續發表意義不明且零碎的文章（通稱「怪文」），藉此吸引了大量解讀者與信徒。\n\n最初小Q怪文只被視為單純的網路迷因，但因後述的幾起事件，已具備實際的社會影響力。
95246962966822916,背景與擴散
95246962966822917,▶怪文爆紅
95246962966822918,小Q之所以廣為人知，開始於社群媒體上關於《處刑天使†基爾媞那》登場角色「暈暈」的怪文引起話題並廣泛傳播。\n部分鄉民認為那些難以理解的內容「很有趣」、「很上癮」，因而引起關注。
95246962966822919,▶Q電波接收者
95246962966822920,隨著小Q怪文的擴散，出現了將文章解讀為「暗號」、「預言」的族群。他們被稱為「Q電波接收者」，進一步推動了小Q怪文的擴散與影響力增加。
95246962966822921,▶從「地震預知」獲得關注
95246962966822922,小Q怪文與Q電波接收者受到社會關注的契機，是一起被認為預言了地震的事件。\n此事在神祕學與偽科學社群中引發巨大討論，自此小Q開始被網民視為「預言家一般的存在」。
95246962966822923,特徵
95246962966822924,▶小Q怪文
95246962966822925,小Q怪文本身並不包含陰謀論式的思想或主張。\n其內容僅止於對「暈暈」表達深厚（？）的愛慕之情。
95246962966822926,▶Q電波接收者的陰謀論
95246962966822927,Q電波接收者的主張極為多樣，並不存在統一的見解。他們的解讀各有不同，但在第三方眼中皆被一律視為「陰謀論」，這一點卻是相當一致。
95246962966822928,分析
95246962966822929,▶「小Q」的真實身分
95246962966822930,關於小Q的真實身分，目前有「單一人物說」「機器人說」「政府組織運用說」等多種說法，但皆缺乏決定性證據，仍停留在推測階段。
95246962966822931,▶???
95246962966822932,"　　♪　∧__,∧.∩\n　 ｒ（ ＾ω＾ ）ﾉ _\n　　　└‐、　　　ﾚ´｀ヽ　 \n　　　　　 ヽ　　 _ノ´｀　\n　　　　　　（ .(´　　♪\n　　　　　　 ｀ー"
95246962966822933,▶影響
95246962966822934,據報導，Q電波接收者與長時間閱讀小Q怪文的人，出現過「幻覺」、「強迫觀念加劇」、「難以分辨夢境與現實」等認知扭曲的案例。
95246962966822935,本文字在創用CC「姓名標示–相同方式分享」授權條款下提供使用。\n隱私權政策
95246962966822936,小Q
95246962966822937,國籍
95246962966822938,不詳
95246962966822939,性別
95246962966822940,不詳
95246962966822941,年齡
95246962966822942,不詳
95246962966822943,小P
95246962966822944,▶簡介
95246962966822945,小P是一個發表與小Q貼文類似之怪文的另一個帳號，或是另一個名義的存在。
95246962966822946,▶出現背景
95246962966822947,受到關注的契機是有人提出「小P比小Q更早發表關於暈暈的貼文」，並發現了過去紀錄的時間戳記。\n另一方面，也有意見指出時間戳記可能遭到竄改，真相仍未明朗。
95246962966822948,▶公開長相
95246962966822949,公開的照片以「電波妄想美少女Q」之名傳開，使其支持者在不同於過往的語境下擴大。
95246962966822950,▶都廳暴動事件
95246962966822951,小P的怪文與陰謀論擴散後，東京都廳周邊發生了據稱的暴動事件（通稱「都廳暴動事件」）。\n小Q名義的帳號自該事件後即停止更新，其後約9個月都未發表新的貼文。
95246962966822952,小P的怪文與陰謀論擴散後，東京都廳周邊發生了據稱的暴動事件（通稱「都廳暴動事件」）。
95246962966822953,暈暈電波症候群
95246962966822954,▶簡介
95246962966822955,「暈暈電波症候群」是一種據稱發生於長期接觸小Q怪文，或Q電波接收者陰謀論言論者中部分人身上的認知與行為變調現象。
95246962966822956,▶主要症狀
95246962966822957,·出現幻覺\n·強迫觀念加劇\n·難以分辨夢境與現實\n·陰謀論式思維的固著化
95246962966822958,▶調查與相關案例
