1411325788160,ATENCIÓN
1411392897024,SÍ
1411392897025,NO
1411392897026,VALE
75509015937024,ATENCIÓN
75509024325632,¿Salir del juego?
75509024325633,"¿Reproducir la canción\n""{title}""? \n(Dificultad: {difficulty})"
75509024325634,¿Reproducir la canción desde el principio? \n*Perderás tu progreso.
75509024325635,¿Quieres volver a la pantalla de selección? \n*Perderás tu progreso.
75509024325636,¿Confirmar el Modificador en {adjust:F2}?
75509024325637,¿Reconfigurar?
56481645935624192,¿Jugar en español?
77196559566143488,¿Reproducir la canción desde el principio?
